Year,Частота наблюдений,Тип отчетности,Series,Территория,Пол,Units,Value
2012,Годовая,Национальный,VC_DSR_MORT,Джалал-Абадская область,Женщины,NUMBER,16
2013,Годовая,Национальный,VC_DSR_MORT,Джалал-Абадская область,Женщины,NUMBER,9
2014,Годовая,Национальный,VC_DSR_MORT,Джалал-Абадская область,Женщины,NUMBER,6
2015,Годовая,Национальный,VC_DSR_MORT,Джалал-Абадская область,Женщины,NUMBER,6
2016,Годовая,Национальный,VC_DSR_MORT,Джалал-Абадская область,Женщины,NUMBER,4
2017,Годовая,Национальный,VC_DSR_MORT,Джалал-Абадская область,Женщины,NUMBER,14
2007,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,14
2008,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,42
2009,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,11
2010,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,15
2011,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,17
2012,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,4
2013,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,21
2014,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,25
2015,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,6
2016,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,2
2017,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,6
2018,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,,NUMBER,2
2007,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,10
2008,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,26
2009,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,7
2010,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,10
2011,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,9
2012,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,4
2013,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,13
2014,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,16
2015,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,5
2016,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,1
2017,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Мужчины,NUMBER,6
2007,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Женщины,NUMBER,4
2008,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Женщины,NUMBER,16
2009,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Женщины,NUMBER,4
2010,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Женщины,NUMBER,5
2011,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Женщины,NUMBER,8
2013,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Женщины,NUMBER,8
2014,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Женщины,NUMBER,9
2015,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Женщины,NUMBER,1
2016,Годовая,Национальный,VC_DSR_MORT,Иссык-Кульская область,Женщины,NUMBER,1
2007,Годовая,Национальный,VC_DSR_MORT,Нарынская область,,NUMBER,5
2008,Годовая,Национальный,VC_DSR_MORT,Нарынская область,,NUMBER,6
2010,Годовая,Национальный,VC_DSR_MORT,Нарынская область,,NUMBER,7
2012,Годовая,Национальный,VC_DSR_MORT,Нарынская область,,NUMBER,5
2013,Годовая,Национальный,VC_DSR_MORT,Нарынская область,,NUMBER,8
2014,Годовая,Национальный,VC_DSR_MORT,Нарынская область,,NUMBER,2
2015,Годовая,Национальный,VC_DSR_MORT,Нарынская область,,NUMBER,9
2016,Годовая,Национальный,VC_DSR_MORT,Нарынская область,,NUMBER,1
2017,Годовая,Национальный,VC_DSR_MORT,Нарынская область,,NUMBER,2
2007,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Мужчины,NUMBER,4
2008,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Мужчины,NUMBER,4
2010,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Мужчины,NUMBER,4
2012,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Мужчины,NUMBER,4
2013,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Мужчины,NUMBER,5
2014,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Мужчины,NUMBER,2
2015,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Мужчины,NUMBER,6
2016,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Мужчины,NUMBER,1
2017,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Мужчины,NUMBER,2
2007,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Женщины,NUMBER,1
2008,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Женщины,NUMBER,2
2010,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Женщины,NUMBER,3
2012,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Женщины,NUMBER,1
2013,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Женщины,NUMBER,3
2015,Годовая,Национальный,VC_DSR_MORT,Нарынская область,Женщины,NUMBER,3
2007,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,6
2008,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,96
2009,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,2
2010,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,19
2011,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,11
2012,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,22
2013,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,5
2015,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,10
2016,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,1
2017,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,35
2018,Годовая,Национальный,VC_DSR_MORT,Ошская область,,NUMBER,1
2007,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,6
2008,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,50
2009,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,2
2010,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,12
2011,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,6
2012,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,16
2013,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,3
2015,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,7
2016,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,1
2017,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,17
2018,Годовая,Национальный,VC_DSR_MORT,Ошская область,Мужчины,NUMBER,1
2008,Годовая,Национальный,VC_DSR_MORT,Ошская область,Женщины,NUMBER,46
2010,Годовая,Национальный,VC_DSR_MORT,Ошская область,Женщины,NUMBER,7
2011,Годовая,Национальный,VC_DSR_MORT,Ошская область,Женщины,NUMBER,5
2012,Годовая,Национальный,VC_DSR_MORT,Ошская область,Женщины,NUMBER,6
2013,Годовая,Национальный,VC_DSR_MORT,Ошская область,Женщины,NUMBER,2
2015,Годовая,Национальный,VC_DSR_MORT,Ошская область,Женщины,NUMBER,3
2017,Годовая,Национальный,VC_DSR_MORT,Ошская область,Женщины,NUMBER,18
2007,Годовая,Национальный,VC_DSR_MORT,Таласская область,,NUMBER,1
2010,Годовая,Национальный,VC_DSR_MORT,Таласская область,,NUMBER,4
2011,Годовая,Национальный,VC_DSR_MORT,Таласская область,,NUMBER,6
2013,Годовая,Национальный,VC_DSR_MORT,Таласская область,,NUMBER,5
2007,Годовая,Национальный,VC_DSR_MORT,Таласская область,Мужчины,NUMBER,1
2010,Годовая,Национальный,VC_DSR_MORT,Таласская область,Мужчины,NUMBER,3
2011,Годовая,Национальный,VC_DSR_MORT,Таласская область,Мужчины,NUMBER,4
2013,Годовая,Национальный,VC_DSR_MORT,Таласская область,Мужчины,NUMBER,4
2010,Годовая,Национальный,VC_DSR_MORT,Таласская область,Женщины,NUMBER,1
2011,Годовая,Национальный,VC_DSR_MORT,Таласская область,Женщины,NUMBER,2
2013,Годовая,Национальный,VC_DSR_MORT,Таласская область,Женщины,NUMBER,1
2007,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,35
2008,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,102
2009,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,19
2010,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,46
2011,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,41
2012,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,23
2013,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,22
2014,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,13
2015,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,15
2016,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,14
2017,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,55
2018,Годовая,Национальный,VC_DSR_MORT,Чуйская область,,NUMBER,10
2007,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,28
2008,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,76
2009,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,12
2010,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,32
2011,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,30
2012,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,15
2013,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,12
2014,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,7
2015,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,8
2016,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,11
2017,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,31
2018,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Мужчины,NUMBER,7
2007,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,7
2008,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,26
2009,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,7
2010,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,14
2011,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,11
2012,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,8
2013,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,10
2014,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,6
2015,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,7
2016,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,3
2017,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,24
2018,Годовая,Национальный,VC_DSR_MORT,Чуйская область,Женщины,NUMBER,3
2007,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,,NUMBER,12
2008,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,,NUMBER,1
2010,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,,NUMBER,14
2011,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,,NUMBER,19
2012,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,,NUMBER,3
2014,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,,NUMBER,2
2016,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,,NUMBER,7
2007,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Мужчины,NUMBER,9
2008,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Мужчины,NUMBER,1
2010,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Мужчины,NUMBER,9
2011,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Мужчины,NUMBER,11
2012,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Мужчины,NUMBER,2
2016,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Мужчины,NUMBER,7
2007,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Женщины,NUMBER,3
2010,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Женщины,NUMBER,5
2011,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Женщины,NUMBER,8
2012,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Женщины,NUMBER,1
2014,Годовая,Национальный,VC_DSR_MORT,г. Бишкек,Женщины,NUMBER,2
2007,Годовая,Национальный,VC_DSR_MORT,г. Ош,,NUMBER,7
2010,Годовая,Национальный,VC_DSR_MORT,г. Ош,,NUMBER,6
2011,Годовая,Национальный,VC_DSR_MORT,г. Ош,,NUMBER,4
2015,Годовая,Национальный,VC_DSR_MORT,г. Ош,,NUMBER,1
2018,Годовая,Национальный,VC_DSR_MORT,г. Ош,,NUMBER,1
2007,Годовая,Национальный,VC_DSR_MORT,г. Ош,Мужчины,NUMBER,5
2010,Годовая,Национальный,VC_DSR_MORT,г. Ош,Мужчины,NUMBER,4
2011,Годовая,Национальный,VC_DSR_MORT,г. Ош,Мужчины,NUMBER,2
2015,Годовая,Национальный,VC_DSR_MORT,г. Ош,Мужчины,NUMBER,1
2018,Годовая,Национальный,VC_DSR_MORT,г. Ош,Мужчины,NUMBER,1
2007,Годовая,Национальный,VC_DSR_MORT,г. Ош,Женщины,NUMBER,2
2010,Годовая,Национальный,VC_DSR_MORT,г. Ош,Женщины,NUMBER,2
2011,Годовая,Национальный,VC_DSR_MORT,г. Ош,Женщины,NUMBER,2
